 93.165581    92.535667    3.549539 
 93.145660    92.530365    3.562979 
 93.109825    92.522705    3.589571 
 93.083000    92.512840    3.580766 
 93.091476    92.494293    3.592437 
 93.105385    92.482529    3.600356 
 93.126854    92.491455    3.598766 
 93.138725    92.485214    3.607854 
 93.151848    92.491585    3.615989 
 93.175652    92.516373    3.583145 
 93.193375    92.536285    3.556443 
 93.210464    92.541916    3.527465 
 93.210556    92.535011    3.518291 
 93.209915    92.546791    3.482693 
 93.194885    92.548126    3.487684 
 93.212952    92.520767    3.501306 
 93.225937    92.510536    3.541839 
 93.230736    92.524887    3.596561 
 93.224937    92.541847    3.621067 
 93.223495    92.519424    3.618981 
 93.220985    92.487160    3.605249 
 93.246994    92.479607    3.617600 
 93.278412    92.469299    3.627183 
 93.317146    92.478668    3.637382 
 93.299866    92.481415    3.647804 
 93.311279    92.457733    3.640037 
 93.279961    92.502312    3.605602 
 93.256592    92.554222    3.584165 
 93.235130    92.538712    3.592597 
 93.236320    92.482430    3.628210 
 93.242043    92.464180    3.649952 
 93.228821    92.462151    3.644109 
 93.148247    92.481171    3.643819 
 93.097092    92.482162    3.689951 
 93.101448    92.460922    3.720519 
 93.121582    92.438683    3.733375 
 93.119972    92.420921    3.749568 
 93.135841    92.421555    3.765436 
 93.168892    92.419159    3.757893 
 93.203926    92.430244    3.769569 
 93.231964    92.420792    3.752849 
 93.237694    92.449211    3.727280 
 93.234207    92.488167    3.761309 
 93.207344    92.508881    3.810179 
 93.199181    92.486870    3.870682 
 93.189331    92.486877    3.914417 
 93.207222    92.499817    3.942867 
 93.207802    92.519646    3.979233 
 93.206009    92.526215    3.947838 
 93.218025    92.535301    3.923191 
 93.197617    92.554192    3.926099 
 93.194450    92.562531    3.924270 
 93.203957    92.540344    3.964676 
 93.181969    92.560753    3.967882 
 93.138641    92.573616    3.950147 
 93.132538    92.593391    3.967715 
 93.145012    92.589981    4.006724 
 93.138199    92.588997    4.034496 
 93.150909    92.577721    4.057033 
 93.139000    92.564713    4.018824 
 93.141312    92.568497    3.978150 
 93.139702    92.581276    3.967233 
 93.150940    92.587082    3.963645 
 93.132774    92.586357    3.964896 
 93.112579    92.581291    3.960095 
 93.100113    92.604263    3.979768 
 93.100967    92.636612    4.019798 
 93.099388    92.652802    4.036573 
 93.108116    92.616554    4.037019 
 93.099678    92.616211    4.049282 
 93.058777    92.630882    4.062106 
 93.035110    92.652328    4.068542 
 93.032974    92.635666    4.089787 
 93.042786    92.632034    4.132680 
 93.014137    92.646179    4.167015 
 92.967415    92.652077    4.186027 
 92.980194    92.710327    4.175735 
 93.013435    92.760666    4.150913 
 93.041557    92.788544    4.138864 
 93.005074    92.801559    4.170455 
 92.974998    92.796577    4.197261 
 92.969429    92.778557    4.197324 
 92.972176    92.752197    4.191126 
 92.965141    92.759979    4.176973 
 92.988609    92.778793    4.150260 
 92.984276    92.816666    4.138960 
 92.979164    92.814545    4.122896 
 92.981781    92.811859    4.098674 
 92.995308    92.797745    4.078642 
 93.002525    92.765877    4.066060 
 92.999886    92.780548    4.042567 
 92.989319    92.778908    4.016476 
 92.987061    92.786148    4.028244 
 92.964424    92.761665    4.034081 
 92.972443    92.767052    4.043046 
 92.961876    92.761848    4.031680 
 92.943031    92.737053    4.014752 
 92.949043    92.707954    3.987158 
